Ride_Date,Customer_ID,Driver_ID,Ride_Distance_km,Ride_Duration_min,Surge_Multiplier,Base_Fare_USD,Total_Fare_USD,Customer_Rating,Ride_Status
2024-01-10 16:51:04.047409,CUST5358,DRIV113,6.46,10.65,1.25,5.32,6.65,5,Completed
2024-10-03 16:51:04.047409,CUST7654,DRIV755,7.15,7.99,1.0,12.67,12.67,5,Completed
2024-03-23 16:51:04.047409,CUST3090,DRIV573,10.87,10.93,1.0,16.17,16.17,5,Completed
2024-08-08 16:51:04.047409,CUST9749,DRIV870,10.23,16.5,1.0,13.09,13.09,5,Completed
2024-09-13 16:51:04.047409,CUST2093,DRIV376,28.74,31.12,1.0,12.76,12.76,1,Completed
2023-12-09 16:51:04.047409,CUST6402,DRIV938,23.88,25.32,1.0,5.88,5.88,4,Completed
2024-01-01 16:51:04.047409,CUST5095,DRIV446,22.0,23.89,1.0,16.32,16.32,2,Completed
2024-06-10 16:51:04.047409,CUST4490,DRIV916,6.39,12.37,1.0,16.33,16.33,3,Completed
2023-12-11 16:51:04.047409,CUST7190,DRIV215,27.38,30.26,1.0,11.64,11.64,3,Completed
2023-12-13 16:51:04.047409,CUST9265,DRIV953,25.01,45.99,1.5,16.04,24.06,5,Completed
2024-02-18 16:51:04.047409,CUST9250,DRIV118,5.75,10.22,1.0,14.19,14.19,3,Completed
2023-10-26 16:51:04.047409,CUST4588,DRIV912,26.26,48.35,1.0,11.91,11.91,5,Completed
2024-06-09 16:51:04.047409,CUST1745,DRIV973,8.9,14.29,1.0,6.61,6.61,3,Completed
2024-01-21 16:51:04.047409,CUST2876,DRIV545,3.35,3.87,2.0,7.36,14.72,3,Completed
2024-03-02 16:51:04.047409,CUST2774,DRIV586,20.05,35.51,1.0,8.73,8.73,1,Completed
2023-11-01 16:51:04.047409,CUST7723,DRIV584,19.96,31.25,1.25,18.7,23.38,2,Completed
2024-06-17 16:51:04.047409,CUST1122,DRIV306,3.75,5.88,1.0,19.4,19.4,3,Completed
2024-09-20 16:51:04.047409,CUST7768,DRIV565,10.25,16.49,1.5,13.23,19.84,3,No-show
2024-07-15 16:51:04.047409,CUST5582,DRIV879,29.79,34.21,1.0,5.78,5.78,5,Canceled
2024-06-05 16:51:04.047409,CUST2366,DRIV939,20.67,26.69,1.25,5.93,7.41,5,Canceled
2024-04-15 16:51:04.047409,CUST7296,DRIV119,22.17,44.2,2.0,9.74,19.48,3,Completed
2024-03-01 16:51:04.047409,CUST7337,DRIV262,7.17,13.43,1.0,10.37,10.37,5,No-show
2023-12-17 16:51:04.047409,CUST9358,DRIV427,3.28,4.46,1.0,7.48,7.48,4,Completed
2024-07-25 16:51:04.047409,CUST2333,DRIV130,9.03,17.94,1.5,6.95,10.42,5,Completed
2023-11-30 16:51:04.047409,CUST5033,DRIV515,8.22,8.79,2.5,14.57,36.42,2,Completed
2024-04-16 16:51:04.047409,CUST6629,DRIV277,7.8,10.52,1.5,10.08,15.12,5,Completed
2024-05-25 16:51:04.047409,CUST9006,DRIV433,6.59,10.25,2.0,11.83,23.66,4,Completed
2024-02-03 16:51:04.047409,CUST8015,DRIV501,17.67,28.64,1.25,16.34,20.42,5,Completed
2024-01-03 16:51:04.047409,CUST4912,DRIV350,10.52,18.99,1.0,12.01,12.01,4,Completed
2024-05-08 16:51:04.047409,CUST2172,DRIV247,24.79,43.05,1.0,12.05,12.05,5,Completed
2024-07-01 16:51:04.047409,CUST2863,DRIV789,6.33,10.69,1.0,12.13,12.13,2,Completed
2024-05-25 16:51:04.047409,CUST8214,DRIV132,14.47,28.57,1.0,17.38,17.38,5,Canceled
2024-07-04 16:51:04.047409,CUST3787,DRIV954,1.4,2.24,1.0,5.78,5.78,4,Canceled
2024-04-05 16:51:04.047409,CUST2962,DRIV873,14.97,15.07,1.0,11.24,11.24,4,Canceled
2023-11-14 16:51:04.047409,CUST9249,DRIV266,2.62,4.24,1.25,5.35,6.69,4,Completed
2024-05-30 16:51:04.047409,CUST5051,DRIV673,29.35,51.62,1.5,13.09,19.63,4,Completed
2024-03-05 16:51:04.047409,CUST2409,DRIV545,23.93,45.9,1.0,18.91,18.91,5,Completed
2024-04-24 16:51:04.047409,CUST7670,DRIV278,15.21,21.18,1.25,8.32,10.4,4,Completed
2023-12-07 16:51:04.047409,CUST1615,DRIV105,3.51,3.69,1.0,8.02,8.02,5,Completed
2023-11-12 16:51:04.047409,CUST9322,DRIV149,18.18,20.49,1.25,6.66,8.32,4,Completed
2024-09-14 16:51:04.047409,CUST9793,DRIV972,23.0,43.88,1.25,12.11,15.14,5,Completed
2024-04-30 16:51:04.047409,CUST8635,DRIV356,6.53,12.74,1.25,8.43,10.54,4,No-show
2024-05-21 16:51:04.047409,CUST5921,DRIV165,17.48,21.55,2.0,18.73,37.46,5,Completed
2024-01-25 16:51:04.047409,CUST6890,DRIV545,24.61,41.24,2.0,14.16,28.32,5,Completed
2024-03-16 16:51:04.047409,CUST4955,DRIV902,23.28,34.3,1.0,7.44,7.44,5,Completed
2024-01-22 16:51:04.047409,CUST6663,DRIV779,24.29,38.97,1.0,11.65,11.65,3,Completed
2024-05-11 16:51:04.047409,CUST2362,DRIV104,26.5,27.83,1.0,10.73,10.73,5,Completed
2024-01-16 16:51:04.047409,CUST9567,DRIV587,28.19,55.37,1.25,10.57,13.21,5,Completed
2024-08-17 16:51:04.047409,CUST8378,DRIV567,12.76,18.78,1.0,15.26,15.26,1,Completed
2024-03-07 16:51:04.047409,CUST7979,DRIV647,17.49,31.0,1.25,7.6,9.5,4,Completed
2024-07-15 16:51:04.047409,CUST4510,DRIV122,23.93,36.29,1.0,14.78,14.78,3,Completed
2024-08-24 16:51:04.047409,CUST9504,DRIV571,21.22,39.4,1.5,8.74,13.11,4,Completed
2024-06-26 16:51:04.047409,CUST6547,DRIV540,29.87,48.77,1.25,11.56,14.45,5,Completed
2024-07-09 16:51:04.047409,CUST9772,DRIV461,1.4,1.85,1.0,7.52,7.52,5,Completed
2024-05-26 16:51:04.047409,CUST5683,DRIV784,11.3,16.93,2.0,12.78,25.56,4,Completed
2023-12-12 16:51:04.047409,CUST8460,DRIV604,9.15,16.38,1.0,14.09,14.09,4,Canceled
2024-09-30 16:51:04.047409,CUST8565,DRIV141,8.61,10.92,2.0,17.8,35.6,4,Completed
2023-11-12 16:51:04.047409,CUST3274,DRIV216,7.45,13.31,1.5,15.35,23.02,4,Completed
2024-09-12 16:51:04.047409,CUST7589,DRIV699,21.56,36.84,1.0,11.96,11.96,5,Completed
2024-02-22 16:51:04.047409,CUST8410,DRIV403,3.46,3.49,1.25,17.66,22.08,4,Completed
2023-12-13 16:51:04.047409,CUST6648,DRIV431,22.51,42.02,2.5,10.36,25.9,4,Completed
2024-02-07 16:51:04.047409,CUST1720,DRIV799,21.11,32.11,1.0,12.1,12.1,5,Completed
2023-12-15 16:51:04.047409,CUST4557,DRIV413,8.27,15.94,1.0,16.83,16.83,2,Completed
2023-11-14 16:51:04.047409,CUST6252,DRIV283,8.33,8.42,1.0,6.14,6.14,4,Completed
2023-11-05 16:51:04.047409,CUST6652,DRIV808,19.24,35.82,1.25,12.93,16.16,5,Canceled
2024-08-07 16:51:04.047409,CUST9402,DRIV581,23.1,40.89,1.25,8.55,10.69,4,Completed
2024-03-02 16:51:04.047409,CUST1686,DRIV253,26.42,43.89,1.5,11.0,16.5,4,Completed
2024-02-17 16:51:04.047409,CUST6535,DRIV766,25.71,41.09,1.0,13.65,13.65,2,No-show
2023-11-20 16:51:04.047409,CUST4578,DRIV678,28.98,46.35,1.0,8.61,8.61,4,Completed
2024-07-16 16:51:04.047409,CUST4195,DRIV448,17.86,32.84,1.5,9.18,13.77,4,Completed
2023-12-08 16:51:04.047409,CUST3661,DRIV806,27.35,54.53,1.25,5.23,6.54,3,Canceled
2024-03-07 16:51:04.047409,CUST6222,DRIV603,24.45,35.75,1.0,11.24,11.24,4,Completed
2024-02-10 16:51:04.047409,CUST6466,DRIV694,26.95,42.22,1.0,11.25,11.25,5,Completed
2024-08-30 16:51:04.047409,CUST9120,DRIV195,1.34,1.58,1.0,14.5,14.5,4,Completed
2024-10-10 16:51:04.047409,CUST6692,DRIV231,29.01,40.38,1.0,8.7,8.7,3,Completed
2024-05-12 16:51:04.047409,CUST8862,DRIV938,14.73,17.22,1.5,16.06,24.09,4,Completed
2024-05-05 16:51:04.047409,CUST6106,DRIV859,24.15,24.4,1.0,8.79,8.79,1,Completed
2024-05-06 16:51:04.047409,CUST9951,DRIV811,4.69,8.08,1.0,8.49,8.49,4,Completed
2023-12-08 16:51:04.047409,CUST9916,DRIV504,12.48,16.3,1.0,18.87,18.87,1,Completed
2024-02-07 16:51:04.047409,CUST8954,DRIV126,8.87,16.59,1.0,13.25,13.25,4,Completed
2024-10-06 16:51:04.047409,CUST7431,DRIV200,9.46,14.11,1.5,11.03,16.54,4,Completed
2024-03-03 16:51:04.047409,CUST8269,DRIV425,4.57,8.24,1.25,9.25,11.56,4,Canceled
2024-06-27 16:51:04.047409,CUST1707,DRIV555,24.37,34.69,1.0,15.29,15.29,4,Completed
2024-01-31 16:51:04.047409,CUST6012,DRIV326,1.27,2.33,1.0,5.2,5.2,5,Completed
2024-01-13 16:51:04.047409,CUST4007,DRIV524,10.06,18.67,1.0,5.36,5.36,5,Completed
2024-01-30 16:51:04.047409,CUST3930,DRIV828,6.06,8.89,1.0,10.41,10.41,4,Completed
2024-04-12 16:51:04.047409,CUST1654,DRIV603,18.08,34.95,1.0,16.18,16.18,4,Completed
2024-09-08 16:51:04.047409,CUST3626,DRIV635,8.37,10.84,2.0,12.68,25.36,3,Completed
2024-03-13 16:51:04.047409,CUST5969,DRIV397,8.51,11.69,2.5,19.43,48.58,2,Canceled
2024-10-13 16:51:04.047409,CUST5596,DRIV587,15.16,22.39,1.0,5.05,5.05,5,Completed
2024-08-18 16:51:04.047409,CUST6480,DRIV964,19.93,34.84,1.25,16.04,20.05,3,Completed
2024-03-13 16:51:04.047409,CUST9560,DRIV751,4.52,6.32,1.0,6.49,6.49,1,Completed
2023-10-19 16:51:04.047409,CUST1888,DRIV239,6.09,6.6,1.0,8.73,8.73,4,Completed
2023-12-05 16:51:04.047409,CUST3807,DRIV724,8.17,8.19,1.25,17.35,21.69,4,Completed
2024-01-20 16:51:04.047409,CUST4614,DRIV293,29.24,54.76,1.0,14.3,14.3,4,Completed
2024-07-01 16:51:04.047409,CUST9047,DRIV743,12.52,20.53,1.0,16.38,16.38,4,Completed
2024-10-10 16:51:04.047409,CUST1555,DRIV195,18.37,21.49,1.0,19.34,19.34,3,Completed
2024-08-31 16:51:04.047409,CUST3132,DRIV895,8.0,15.22,2.0,10.87,21.74,4,Completed
2024-06-18 16:51:04.047409,CUST5408,DRIV500,15.22,26.21,1.0,6.04,6.04,5,Completed
2024-03-22 16:51:04.047409,CUST1496,DRIV651,3.15,5.56,1.0,6.07,6.07,3,Completed
2024-10-04 16:51:04.047409,CUST3376,DRIV595,2.01,2.91,1.0,19.33,19.33,4,Completed
2024-02-17 16:51:04.047409,CUST5255,DRIV530,14.59,25.58,2.0,16.02,32.04,4,Completed
2024-01-13 16:51:04.047409,CUST2841,DRIV808,12.56,20.17,1.0,5.17,5.17,1,Completed
2024-03-27 16:51:04.047409,CUST9323,DRIV278,4.97,8.62,1.0,5.96,5.96,4,Completed
2024-09-30 16:51:04.047409,CUST8912,DRIV761,20.94,28.03,1.5,12.08,18.12,4,Completed
2023-11-22 16:51:04.047409,CUST9822,DRIV997,29.79,45.73,1.5,5.94,8.91,5,Completed
2024-01-11 16:51:04.047409,CUST8927,DRIV873,12.47,12.91,1.0,8.98,8.98,5,Completed
2024-01-21 16:51:04.047409,CUST9274,DRIV949,19.11,22.21,1.0,11.51,11.51,3,Completed
2024-04-05 16:51:04.047409,CUST6327,DRIV598,28.93,53.71,1.5,19.36,29.04,5,Completed
2024-06-07 16:51:04.047409,CUST3494,DRIV716,25.11,41.58,1.0,8.32,8.32,1,Completed
2023-12-29 16:51:04.047409,CUST9590,DRIV606,14.44,26.4,1.0,19.85,19.85,4,Completed
2023-10-24 16:51:04.047409,CUST7392,DRIV957,22.39,34.95,1.25,6.19,7.74,4,Canceled
2024-09-23 16:51:04.047409,CUST8119,DRIV288,4.72,6.76,1.5,14.61,21.92,5,Completed
2024-06-16 16:51:04.047409,CUST9084,DRIV769,15.85,28.77,1.0,17.3,17.3,4,Completed
2024-05-24 16:51:04.047409,CUST2883,DRIV341,9.09,9.52,1.0,19.4,19.4,5,Completed
2024-04-06 16:51:04.047409,CUST5166,DRIV377,5.67,9.56,1.5,18.42,27.63,4,Completed
2023-10-28 16:51:04.047409,CUST2281,DRIV835,13.36,21.5,1.25,10.08,12.6,5,Completed
2024-01-16 16:51:04.047409,CUST8069,DRIV827,4.8,4.97,1.25,19.91,24.89,5,Completed
2024-03-01 16:51:04.047409,CUST7463,DRIV959,21.27,28.41,1.5,16.04,24.06,2,Completed
2023-11-26 16:51:04.047409,CUST1250,DRIV389,14.23,21.61,2.0,12.82,25.64,5,Completed
2024-01-13 16:51:04.047409,CUST2452,DRIV718,16.4,16.93,2.5,9.25,23.12,5,Completed
2024-09-29 16:51:04.047409,CUST6967,DRIV933,5.24,6.85,1.0,12.35,12.35,2,Completed
2023-10-22 16:51:04.047409,CUST6345,DRIV315,5.05,5.13,1.0,17.88,17.88,4,Completed
2024-08-17 16:51:04.047409,CUST2646,DRIV503,17.92,22.79,1.0,19.18,19.18,4,Completed
2024-04-15 16:51:04.047409,CUST1050,DRIV179,29.57,58.47,1.5,16.19,24.29,5,Completed
2024-06-16 16:51:04.047409,CUST2154,DRIV907,3.79,5.51,1.5,16.4,24.6,3,Completed
2024-08-11 16:51:04.047409,CUST2671,DRIV696,9.29,18.11,1.0,8.98,8.98,2,Completed
2023-10-18 16:51:04.047409,CUST9751,DRIV897,26.21,47.29,1.0,15.4,15.4,1,Completed
2024-06-24 16:51:04.047409,CUST5444,DRIV251,3.1,3.91,1.0,11.6,11.6,4,Canceled
2024-02-21 16:51:04.047409,CUST3441,DRIV146,26.4,51.13,1.0,15.92,15.92,5,Completed
2024-06-15 16:51:04.047409,CUST6901,DRIV340,16.2,21.06,1.5,12.28,18.42,5,Completed
2023-12-13 16:51:04.047409,CUST4025,DRIV528,12.84,17.27,1.0,10.94,10.94,4,Completed
2023-11-10 16:51:04.047409,CUST7947,DRIV547,9.98,13.01,1.25,18.31,22.89,4,Completed
2023-10-26 16:51:04.047409,CUST5558,DRIV506,9.62,13.87,1.0,5.22,5.22,5,Completed
2024-08-03 16:51:04.047409,CUST1318,DRIV848,9.87,10.6,2.0,8.92,17.84,5,Completed
2024-09-30 16:51:04.047409,CUST6157,DRIV781,26.66,48.42,1.5,9.71,14.57,4,Completed
2024-03-14 16:51:04.047409,CUST2195,DRIV221,21.99,23.79,1.0,19.44,19.44,3,No-show
2024-02-11 16:51:04.047409,CUST8951,DRIV353,20.42,30.19,1.25,10.76,13.45,5,Completed
2024-07-12 16:51:04.047409,CUST6450,DRIV516,24.16,25.84,1.0,9.6,9.6,4,Completed
2024-07-01 16:51:04.047409,CUST9488,DRIV750,8.46,14.0,1.0,17.49,17.49,4,Canceled
2024-01-11 16:51:04.047409,CUST3217,DRIV647,18.92,27.44,1.25,16.33,20.41,4,Completed
2024-01-01 16:51:04.047409,CUST2136,DRIV729,14.34,14.36,1.0,12.99,12.99,4,Completed
2023-12-05 16:51:04.047409,CUST2658,DRIV906,23.69,33.91,1.0,14.17,14.17,5,Completed
2023-12-08 16:51:04.047409,CUST8775,DRIV905,9.97,13.6,1.0,12.14,12.14,5,Completed
2024-03-21 16:51:04.047409,CUST7003,DRIV926,19.65,37.61,1.0,8.7,8.7,5,Completed
2024-04-06 16:51:04.047409,CUST6868,DRIV587,26.58,42.5,1.0,10.75,10.75,4,Completed
2024-06-05 16:51:04.047409,CUST3431,DRIV873,12.66,23.13,1.5,10.14,15.21,3,Canceled
2024-06-25 16:51:04.047409,CUST2766,DRIV311,2.93,3.35,1.0,9.36,9.36,5,Completed
2024-04-14 16:51:04.047409,CUST5613,DRIV515,15.97,17.99,1.0,7.23,7.23,5,Completed
2024-07-23 16:51:04.047409,CUST7417,DRIV307,11.03,13.05,1.0,9.92,9.92,4,Completed
2024-02-26 16:51:04.047409,CUST3475,DRIV897,20.49,39.83,1.0,19.29,19.29,5,Completed
2024-09-21 16:51:04.047409,CUST1842,DRIV500,28.58,31.42,1.0,9.16,9.16,5,Completed
2024-06-23 16:51:04.047409,CUST9156,DRIV476,15.08,22.37,1.25,6.89,8.61,5,Completed
2024-02-24 16:51:04.047409,CUST6621,DRIV434,14.52,15.63,1.25,12.15,15.19,4,Completed
2024-04-21 16:51:04.047409,CUST2672,DRIV149,19.98,35.14,1.0,19.77,19.77,4,Completed
2024-06-08 16:51:04.047409,CUST8280,DRIV649,4.0,5.54,1.5,13.33,20.0,3,No-show
2023-10-24 16:51:04.047409,CUST8807,DRIV428,8.35,13.46,2.0,15.05,30.1,4,Completed
2024-04-15 16:51:04.047409,CUST7692,DRIV702,27.65,29.63,1.0,13.51,13.51,1,Completed
2024-03-20 16:51:04.047409,CUST7882,DRIV438,20.43,29.25,1.0,11.5,11.5,2,Canceled
2024-10-15 16:51:04.047409,CUST6093,DRIV784,1.39,1.58,1.0,15.7,15.7,5,Completed
2024-04-05 16:51:04.047409,CUST1617,DRIV708,6.93,9.18,1.0,17.3,17.3,3,Completed
2024-07-09 16:51:04.047409,CUST1851,DRIV684,20.8,24.73,1.0,13.77,13.77,5,Completed
2024-09-21 16:51:04.047409,CUST8279,DRIV411,23.17,34.33,1.25,19.75,24.69,4,Completed
2024-08-18 16:51:04.047409,CUST3132,DRIV420,25.36,48.02,1.25,7.6,9.5,4,No-show
2024-06-21 16:51:04.047409,CUST1505,DRIV664,9.47,13.23,1.5,5.86,8.79,4,Completed
2023-12-14 16:51:04.047409,CUST4426,DRIV844,28.0,53.3,1.0,10.52,10.52,5,Canceled
2024-03-04 16:51:04.047409,CUST3739,DRIV985,17.04,30.25,1.5,5.73,8.6,4,Completed
2024-10-03 16:51:04.047409,CUST3500,DRIV968,21.2,37.03,1.0,16.75,16.75,4,No-show
2024-07-09 16:51:04.047409,CUST6609,DRIV142,18.31,32.61,2.0,5.97,11.94,5,Completed
2024-09-09 16:51:04.047409,CUST9829,DRIV537,4.56,7.8,1.25,16.22,20.27,3,Completed
2023-10-28 16:51:04.047409,CUST7066,DRIV889,28.93,34.81,1.0,10.52,10.52,3,Completed
2024-01-01 16:51:04.047409,CUST8313,DRIV460,4.56,8.38,1.5,9.85,14.77,1,Completed
2024-05-15 16:51:04.047409,CUST3526,DRIV809,8.39,11.54,1.0,18.78,18.78,4,Completed
2024-02-07 16:51:04.047409,CUST9715,DRIV908,24.6,31.22,1.0,6.68,6.68,4,Completed
2024-09-19 16:51:04.047409,CUST3568,DRIV442,18.94,34.72,2.0,5.52,11.04,5,Completed
2023-12-29 16:51:04.047409,CUST9425,DRIV917,25.31,40.93,1.0,13.45,13.45,4,Canceled
2024-04-17 16:51:04.047409,CUST6242,DRIV215,15.96,20.0,1.25,12.49,15.61,5,Completed
2024-06-28 16:51:04.047409,CUST8960,DRIV258,11.93,22.52,1.0,17.25,17.25,4,Completed
2023-11-02 16:51:04.047409,CUST2684,DRIV731,27.73,42.67,1.0,14.18,14.18,3,Completed
2024-02-20 16:51:04.047409,CUST3309,DRIV553,2.05,2.1,1.25,19.05,23.81,5,Completed
2024-08-08 16:51:04.047409,CUST2886,DRIV419,25.83,39.44,1.0,10.66,10.66,4,Completed
2024-10-08 16:51:04.047409,CUST6527,DRIV123,7.69,15.03,1.0,14.28,14.28,4,Completed
2024-05-25 16:51:04.047409,CUST8687,DRIV141,25.61,29.76,1.5,5.12,7.68,4,Canceled
2024-04-19 16:51:04.047409,CUST9701,DRIV583,5.04,6.56,1.0,9.56,9.56,4,Completed
2024-01-31 16:51:04.047409,CUST6777,DRIV188,17.83,21.9,1.25,6.77,8.46,5,Completed
2023-12-02 16:51:04.047409,CUST7089,DRIV569,26.76,32.66,1.0,15.79,15.79,4,Completed
2024-01-25 16:51:04.047409,CUST1832,DRIV947,14.73,15.87,1.25,15.45,19.31,4,Completed
2024-04-28 16:51:04.047409,CUST5998,DRIV753,22.65,33.21,1.0,10.08,10.08,5,Completed
2024-09-09 16:51:04.047409,CUST9645,DRIV241,24.34,44.26,1.5,14.92,22.38,5,No-show
2023-12-12 16:51:04.047409,CUST7457,DRIV828,22.36,27.73,1.0,6.9,6.9,3,Completed
2024-03-06 16:51:04.047409,CUST9993,DRIV760,27.83,47.62,1.5,14.27,21.4,4,No-show
2024-09-02 16:51:04.047409,CUST1862,DRIV882,13.96,21.96,1.5,7.27,10.9,3,Completed
2024-09-29 16:51:04.047409,CUST5760,DRIV439,6.02,7.3,1.0,9.18,9.18,4,Completed
2024-07-22 16:51:04.047409,CUST9935,DRIV600,2.39,3.75,1.0,12.14,12.14,4,Completed
2024-06-04 16:51:04.047409,CUST8442,DRIV868,8.15,12.41,1.5,9.06,13.59,5,Completed
2024-07-13 16:51:04.047409,CUST6576,DRIV577,5.15,6.31,1.0,16.03,16.03,4,Canceled
2024-01-15 16:51:04.047409,CUST1394,DRIV271,17.18,17.47,1.0,7.0,7.0,1,Completed
2024-03-01 16:51:04.047409,CUST5763,DRIV795,6.36,8.95,1.0,14.85,14.85,5,Completed
2024-09-29 16:51:04.047409,CUST3152,DRIV234,2.13,2.82,1.5,11.53,17.29,5,Completed
2024-04-13 16:51:04.047409,CUST2774,DRIV670,2.04,2.62,2.5,10.79,26.98,4,Completed
2024-04-04 16:51:04.047409,CUST7314,DRIV656,25.12,42.67,1.0,6.78,6.78,5,Completed
2024-05-05 16:51:04.047409,CUST3839,DRIV743,18.15,31.03,1.5,13.54,20.31,1,Completed
2024-08-14 16:51:04.047409,CUST2170,DRIV127,11.38,21.93,1.5,9.64,14.46,5,Completed
2024-05-18 16:51:04.047409,CUST8470,DRIV767,26.93,27.67,1.5,19.05,28.58,4,Completed
2024-03-07 16:51:04.047409,CUST8731,DRIV168,3.04,5.81,1.0,10.47,10.47,4,Completed
2024-03-24 16:51:04.047409,CUST7317,DRIV236,29.43,49.27,2.0,7.3,14.6,5,Completed
2024-01-23 16:51:04.047409,CUST8409,DRIV842,18.87,31.31,2.0,12.11,24.22,2,Completed
2023-11-08 16:51:04.047409,CUST8211,DRIV244,6.32,12.59,1.25,5.37,6.71,4,Completed
2024-08-09 16:51:04.047409,CUST9039,DRIV228,20.69,22.3,1.0,10.43,10.43,1,Completed
2024-07-10 16:51:04.047409,CUST2367,DRIV215,23.14,41.73,1.25,13.31,16.64,4,Completed
2024-10-11 16:51:04.047409,CUST8923,DRIV575,13.45,21.43,2.0,10.34,20.68,4,Completed
2024-04-10 16:51:04.047409,CUST6389,DRIV828,25.99,30.19,1.25,12.98,16.23,4,Completed
2024-08-26 16:51:04.047409,CUST4878,DRIV930,5.37,9.51,1.25,13.68,17.1,2,Completed
2023-12-19 16:51:04.047409,CUST1535,DRIV176,9.09,12.35,1.0,15.11,15.11,4,Completed
2024-05-26 16:51:04.047409,CUST1455,DRIV636,3.71,4.65,2.0,5.22,10.44,4,Completed
2024-06-06 16:51:04.047409,CUST7261,DRIV288,7.12,11.23,1.5,10.62,15.93,5,Completed
2024-08-03 16:51:04.047409,CUST2968,DRIV828,7.92,11.7,1.5,15.04,22.56,4,Completed
2024-04-12 16:51:04.047409,CUST8467,DRIV564,27.61,31.95,1.25,19.92,24.9,4,Completed
2024-03-13 16:51:04.047409,CUST9152,DRIV545,3.27,5.66,1.25,15.08,18.85,4,Completed
2023-12-13 16:51:04.047409,CUST9789,DRIV386,13.4,17.58,1.0,13.8,13.8,3,Completed
2023-10-22 16:51:04.047409,CUST5601,DRIV374,16.44,24.53,1.0,16.17,16.17,5,Completed
2024-06-29 16:51:04.047409,CUST6009,DRIV821,27.06,34.87,1.0,17.37,17.37,2,Completed
2024-10-02 16:51:04.047409,CUST5181,DRIV638,29.93,43.11,1.0,7.11,7.11,5,Completed
2024-01-01 16:51:04.047409,CUST7042,DRIV915,22.85,28.55,1.5,19.07,28.6,5,Completed
2024-06-12 16:51:04.047409,CUST2429,DRIV980,29.15,43.17,1.0,5.43,5.43,5,Completed
2024-09-30 16:51:04.047409,CUST8890,DRIV178,23.83,27.66,1.25,13.28,16.6,3,Completed
2024-01-02 16:51:04.047409,CUST1596,DRIV429,28.93,37.11,1.0,9.21,9.21,3,Completed
2024-07-11 16:51:04.047409,CUST4597,DRIV895,21.51,26.1,1.0,18.58,18.58,5,Canceled
2024-03-14 16:51:04.047409,CUST2001,DRIV591,3.31,4.5,1.0,18.2,18.2,5,Completed
2024-09-01 16:51:04.047409,CUST4318,DRIV787,12.66,23.17,1.5,15.47,23.2,4,Completed
2024-07-29 16:51:04.047409,CUST7398,DRIV810,19.75,29.53,1.0,19.5,19.5,2,Completed
2024-09-22 16:51:04.047409,CUST9359,DRIV191,11.17,15.91,1.0,15.92,15.92,5,Completed
2024-01-09 16:51:04.047409,CUST8959,DRIV267,8.93,14.04,2.0,5.91,11.82,2,Completed
2024-03-21 16:51:04.047409,CUST4652,DRIV354,17.74,31.66,1.0,18.69,18.69,1,Completed
2024-06-23 16:51:04.047409,CUST5011,DRIV910,28.07,36.41,1.0,10.65,10.65,5,Completed
2024-03-13 16:51:04.047409,CUST2245,DRIV994,2.01,3.63,1.25,8.09,10.11,4,Completed
2023-11-20 16:51:04.047409,CUST2750,DRIV763,23.31,29.13,2.0,13.24,26.48,3,Completed
2024-03-16 16:51:04.047409,CUST6447,DRIV851,21.96,40.58,2.0,7.91,15.82,4,Completed
2023-10-25 16:51:04.047409,CUST5137,DRIV979,28.95,53.08,1.0,17.73,17.73,4,Completed
2024-06-06 16:51:04.047409,CUST4331,DRIV386,27.99,44.53,1.0,19.11,19.11,2,Completed
2023-11-07 16:51:04.047409,CUST1714,DRIV560,23.1,31.34,2.0,17.92,35.84,5,Completed
2024-02-06 16:51:04.047409,CUST2869,DRIV244,16.09,22.76,1.0,17.04,17.04,5,Completed
2024-03-10 16:51:04.047409,CUST4781,DRIV141,6.92,12.55,1.0,14.21,14.21,4,Completed
2024-08-16 16:51:04.047409,CUST2030,DRIV738,16.81,18.19,1.0,15.07,15.07,3,Completed
2023-12-20 16:51:04.047409,CUST4997,DRIV655,23.2,41.45,1.25,6.45,8.06,5,Completed
2023-11-14 16:51:04.047409,CUST5582,DRIV688,26.97,30.56,2.0,17.78,35.56,4,Completed
2024-06-24 16:51:04.047409,CUST8820,DRIV529,23.9,43.39,1.0,9.53,9.53,2,Completed
2024-03-22 16:51:04.047409,CUST5675,DRIV398,6.66,12.66,1.0,17.88,17.88,4,Completed
2023-10-20 16:51:04.047409,CUST3956,DRIV897,18.39,27.83,1.25,10.15,12.69,3,Completed
2024-05-25 16:51:04.047409,CUST3140,DRIV751,10.63,18.63,1.5,7.39,11.08,5,Completed
2024-04-15 16:51:04.047409,CUST9078,DRIV867,1.27,1.53,1.0,15.69,15.69,5,Completed
2024-09-20 16:51:04.047409,CUST5463,DRIV243,6.81,12.07,1.25,18.28,22.85,4,Completed
2023-10-18 16:51:04.047409,CUST4530,DRIV399,4.28,7.29,1.0,8.31,8.31,3,Completed
2023-11-12 16:51:04.047409,CUST6360,DRIV595,25.44,28.36,2.0,5.05,10.1,4,Completed
2024-02-23 16:51:04.047409,CUST3376,DRIV494,8.5,12.78,1.0,12.77,12.77,4,Completed
2023-12-27 16:51:04.047409,CUST5928,DRIV469,9.26,16.35,1.0,10.32,10.32,4,Completed
2024-04-14 16:51:04.047409,CUST2919,DRIV457,28.84,31.51,1.0,14.39,14.39,2,No-show
